ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais,produtividade_ton_ha
2018,41155,Limão,GO,Goiás,Formosa,1246.0,78.0,786369.0,15.9744
2019,41155,Limão,GO,Goiás,Formosa,1070.0,90.0,1091913.0,11.8889
2020,41155,Limão,GO,Goiás,Formosa,1241.0,78.0,2317250.0,15.9103
2021,41155,Limão,GO,Goiás,Formosa,1128.0,79.0,1059746.0,14.2785
2022,41155,Limão,GO,Goiás,Formosa,945.0,81.0,1138757.0,11.6667
2023,41155,Limão,GO,Goiás,Formosa,1099.0,91.0,2086967.0,12.0769
2015,41176,Tangerina,GO,Goiás,Formosa,6812.0,273.0,9746776.0,24.9524
2016,41176,Tangerina,GO,Goiás,Formosa,7029.0,289.0,13412203.0,24.3218
2017,41176,Tangerina,GO,Goiás,Formosa,7128.0,242.0,7184968.0,29.4545
2018,41176,Tangerina,GO,Goiás,Formosa,6231.0,250.0,6440824.0,24.924
2019,41176,Tangerina,GO,Goiás,Formosa,6026.0,290.0,10276497.0,20.7793
2020,41176,Tangerina,GO,Goiás,Formosa,7984.0,245.0,11639328.0,32.5878
2021,41176,Tangerina,GO,Goiás,Formosa,7231.0,267.0,6604135.0,27.0824
2022,41176,Tangerina,GO,Goiás,Formosa,7085.0,292.0,7290169.0,24.2637
2023,41176,Tangerina,GO,Goiás,Formosa,8008.0,276.0,,29.0145
2015,41160,Pomelo,GO,Goiás,Formosa,1700.0,120.0,1320141.0,14.1667
2016,41160,Pomelo,GO,Goiás,Formosa,1908.0,108.0,3628677.0,17.6667
2017,41160,Pomelo,GO,Goiás,Formosa,2167.0,113.0,2405138.0,19.177
2018,41160,Pomelo,GO,Goiás,Formosa,1851.0,116.0,2311724.0,15.9569
2019,41160,Pomelo,GO,Goiás,Formosa,2073.0,114.0,3154622.0,18.1842
2020,41160,Pomelo,GO,Goiás,Formosa,1710.0,104.0,1249159.0,16.4423
2022,41160,Pomelo,GO,Goiás,Formosa,1992.0,106.0,1486900.0,18.7925
2023,41160,Pomelo,GO,Goiás,Formosa,2143.0,115.0,2106192.0,18.6348
2015,41151,Laranja,GO,Goiás,Luziânia,2676.0,1151.0,1691645.0,2.3249
2016,41151,Laranja,GO,Goiás,Luziânia,2392.0,1236.0,1076971.0,1.9353
2017,41151,Laranja,GO,Goiás,Luziânia,2645.0,1206.0,1529655.0,2.1932
2018,41151,Laranja,GO,Goiás,Luziânia,2385.0,1107.0,962175.0,2.1545
2019,41151,Laranja,GO,Goiás,Luziânia,1983.0,1035.0,2067529.0,1.9159
2020,41151,Laranja,GO,Goiás,Luziânia,2603.0,1183.0,2637941.0,2.2003
2021,41151,Laranja,GO,Goiás,Luziânia,2351.0,1142.0,2406812.0,2.0587
2022,41151,Laranja,GO,Goiás,Luziânia,2443.0,1021.0,1816615.0,2.3928
2023,41151,Laranja,GO,Goiás,Luziânia,2500.0,1056.0,1584633.0,2.3674
2015,41155,Limão,GO,Goiás,Luziânia,1586.0,198.0,2169890.0,8.0101
2016,41155,Limão,GO,Goiás,Luziânia,1547.0,207.0,2648768.0,7.4734
2017,41155,Limão,GO,Goiás,Luziânia,1837.0,208.0,2298851.0,8.8317
2018,41155,Limão,GO,Goiás,Luziânia,1610.0,192.0,1392682.0,8.3854
2019,41155,Limão,GO,Goiás,Luziânia,1837.0,216.0,1519582.0,8.5046
2020,41155,Limão,GO,Goiás,Luziânia,1832.0,191.0,1971695.0,9.5916
2021,41155,Limão,GO,Goiás,Luziânia,1532.0,184.0,2286486.0,8.3261
2022,41155,Limão,GO,Goiás,Luziânia,1777.0,213.0,2296106.0,8.3427
2023,41155,Limão,GO,Goiás,Luziânia,1665.0,177.0,1827487.0,9.4068
2015,41176,Tangerina,GO,Goiás,Luziânia,3090.0,910.0,2269198.0,3.3956
2016,41176,Tangerina,GO,Goiás,Luziânia,3179.0,1033.0,2440372.0,3.0774
2017,41176,Tangerina,GO,Goiás,Luziânia,3051.0,891.0,2285821.0,3.4242
2018,41176,Tangerina,GO,Goiás,Luziânia,3634.0,938.0,6503521.0,3.8742
2019,41176,Tangerina,GO,Goiás,Luziânia,3032.0,888.0,3029626.0,3.4144
2020,41176,Tangerina,GO,Goiás,Luziânia,2720.0,906.0,5343425.0,3.0022
2021,41176,Tangerina,GO,Goiás,Luziânia,2699.0,893.0,2796390.0,3.0224
2022,41176,Tangerina,GO,Goiás,Luziânia,3343.0,1067.0,6078980.0,3.1331
2023,41176,Tangerina,GO,Goiás,Luziânia,3565.0,945.0,6520919.0,3.7725
2015,41160,Pomelo,GO,Goiás,Luziânia,1154.0,51.0,1450476.0,22.6275
2016,41160,Pomelo,GO,Goiás,Luziânia,1450.0,47.0,1211811.0,30.8511
2017,41160,Pomelo,GO,Goiás,Luziânia,1202.0,54.0,1006215.0,22.2593
2018,41160,Pomelo,GO,Goiás,Luziânia,1333.0,49.0,2282796.0,27.2041
2019,41160,Pomelo,GO,Goiás,Luziânia,1199.0,53.0,1042483.0,22.6226
2020,41160,Pomelo,GO,Goiás,Luziânia,1232.0,49.0,2215870.0,25.1429
2021,41160,Pomelo,GO,Goiás,Luziânia,1282.0,48.0,1223169.0,26.7083
2022,41160,Pomelo,GO,Goiás,Luziânia,1165.0,47.0,2326974.0,24.7872
2023,41160,Pomelo,GO,Goiás,Luziânia,1521.0,52.0,,29.25
2015,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6241.0,529.0,6834150.0,11.7977
2016,41151,Laranja,GO,Goiás,Aparecida De Goiânia,5252.0,514.0,2969613.0,10.2179
2017,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6666.0,494.0,4010858.0,13.4939
2018,41151,Laranja,GO,Goiás,Aparecida De Goiânia,5862.0,471.0,2862609.0,12.4459
2019,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6313.0,457.0,4820248.0,13.814
2020,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6693.0,477.0,5249187.0,14.0314
2021,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6737.0,506.0,6154322.0,13.3142
2022,41151,Laranja,GO,Goiás,Aparecida De Goiânia,6501.0,502.0,4213777.0,12.9502
2023,41151,Laranja,GO,Goiás,Aparecida De Goiânia,5348.0,475.0,6236533.0,11.2589
2015,41155,Limão,GO,Goiás,Aparecida De Goiânia,1623.0,273.0,3151979.0,5.9451
2016,41155,Limão,GO,Goiás,Aparecida De Goiânia,1265.0,280.0,1301524.0,4.5179
2017,41155,Limão,GO,Goiás,Aparecida De Goiânia,1483.0,332.0,2063300.0,4.4669
2018,41155,Limão,GO,Goiás,Aparecida De Goiânia,1569.0,295.0,2608458.0,5.3186
2019,41155,Limão,GO,Goiás,Aparecida De Goiânia,1224.0,328.0,1130763.0,3.7317
2020,41155,Limão,GO,Goiás,Aparecida De Goiânia,1488.0,332.0,1812076.0,4.4819
2021,41155,Limão,GO,Goiás,Aparecida De Goiânia,1596.0,298.0,3172595.0,5.3557
2022,41155,Limão,GO,Goiás,Aparecida De Goiânia,1456.0,279.0,1383845.0,5.2186
2023,41155,Limão,GO,Goiás,Aparecida De Goiânia,1303.0,283.0,2163314.0,4.6042
2016,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,8030.0,408.0,13124721.0,19.6814
2017,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,7205.0,398.0,6132522.0,18.103
2018,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,7756.0,448.0,4995540.0,17.3125
2019,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,8744.0,432.0,13667606.0,20.2407
2020,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,7053.0,468.0,8382485.0,15.0705
2021,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,8398.0,408.0,13429878.0,20.5833
2022,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,9070.0,445.0,9632965.0,20.382
2023,41176,Tangerina,GO,Goiás,Aparecida De Goiânia,7755.0,409.0,13736943.0,18.9609
2015,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,1656.0,57.0,2784698.0,29.0526
2016,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,1571.0,62.0,2116074.0,25.3387
2017,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,2027.0,54.0,1726415.0,37.537
2018,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,2052.0,60.0,1444283.0,34.2
2019,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,1867.0,63.0,1235255.0,29.6349
2020,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,1592.0,55.0,1941104.0,28.9455
2022,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,2023.0,54.0,2127174.0,37.463
2023,41160,Pomelo,GO,Goiás,Aparecida De Goiânia,2108.0,55.0,3577506.0,38.3273
2015,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,5630.0,954.0,5831281.0,5.9015
2016,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,5309.0,954.0,4417144.0,5.565
2018,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,6188.0,831.0,3768666.0,7.4465
2019,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,6054.0,905.0,5148328.0,6.6895
2020,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,6310.0,898.0,6671326.0,7.0267
2021,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,5124.0,869.0,3731024.0,5.8964
2022,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,6238.0,948.0,7179174.0,6.5802
2023,41151,Laranja,RS,Rio Grande do Sul,Porto Alegre,5259.0,903.0,5616183.0,5.8239
2015,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1612.0,187.0,2202747.0,8.6203
2016,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1259.0,187.0,1459926.0,6.7326
2017,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1504.0,182.0,2260903.0,8.2637
2018,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1574.0,191.0,1231992.0,8.2408
2019,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1288.0,180.0,846332.0,7.1556
2020,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1344.0,174.0,2449915.0,7.7241
2021,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1259.0,170.0,2280873.0,7.4059
2022,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1567.0,182.0,,8.6099
2023,41155,Limão,RS,Rio Grande do Sul,Porto Alegre,1283.0,189.0,1701573.0,6.7884
2015,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,6660.0,157.0,6697127.0,42.4204
2016,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,7266.0,173.0,6336391.0,42.0
2017,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,6932.0,172.0,5033191.0,40.3023
2018,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,5378.0,178.0,5042062.0,30.2135
2020,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,7250.0,179.0,5317374.0,40.5028
2022,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,6996.0,163.0,4326104.0,42.9202
2023,41176,Tangerina,RS,Rio Grande do Sul,Porto Alegre,6966.0,166.0,13545498.0,41.9639
2015,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1205.0,206.0,1248041.0,5.8495
2016,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1385.0,214.0,1600787.0,6.472
2017,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1221.0,237.0,2342171.0,5.1519
2018,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1331.0,208.0,2538601.0,6.399
2019,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1478.0,241.0,2191384.0,6.1328
2020,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1497.0,206.0,2352027.0,7.267
2021,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1164.0,213.0,2312124.0,5.4648
2022,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1533.0,205.0,1250297.0,7.478
2023,41160,Pomelo,RS,Rio Grande do Sul,Porto Alegre,1243.0,245.0,1364955.0,5.0735
2015,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,18621.0,1099.0,9572621.0,16.9436
2016,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,15716.0,1153.0,6348748.0,13.6305
2018,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,14663.0,1104.0,11161873.0,13.2817
2020,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,15289.0,1123.0,14752804.0,13.6144
2021,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,18719.0,1025.0,15764371.0,18.2624
2022,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,16910.0,1152.0,10762166.0,14.6788
2023,41151,Laranja,RS,Rio Grande do Sul,Caxias Do Sul,16208.0,984.0,6759038.0,16.4715
2015,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,405.0,156.0,700612.0,2.5962
2017,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,524.0,151.0,441983.0,3.4702
2018,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,438.0,151.0,819499.0,2.9007
2020,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,474.0,145.0,304268.0,3.269
2021,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,411.0,151.0,300398.0,2.7219
2022,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,422.0,148.0,731004.0,2.8514
2023,41155,Limão,RS,Rio Grande do Sul,Caxias Do Sul,436.0,142.0,825503.0,3.0704
2015,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,5871.0,979.0,5757466.0,5.9969
2016,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,4517.0,945.0,5959992.0,4.7799
2017,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,6233.0,894.0,5503004.0,6.972
2019,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,5809.0,833.0,6801801.0,6.9736
2020,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,5236.0,849.0,,6.1673
2021,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,5009.0,853.0,8014607.0,5.8722
2022,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,5561.0,886.0,7661113.0,6.2765
2023,41176,Tangerina,RS,Rio Grande do Sul,Caxias Do Sul,6134.0,1003.0,8536012.0,6.1157
2015,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1203.0,360.0,1050671.0,3.3417
2016,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1273.0,369.0,1378197.0,3.4499
2017,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1001.0,422.0,1860618.0,2.372
2018,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1040.0,414.0,970488.0,2.5121
2019,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1130.0,365.0,1023277.0,3.0959
2020,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1369.0,423.0,1440505.0,3.2364
2021,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1103.0,434.0,1027014.0,2.5415
2022,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1051.0,392.0,1794384.0,2.6811
2023,41160,Pomelo,RS,Rio Grande do Sul,Caxias Do Sul,1059.0,362.0,1364209.0,2.9254
2015,41151,Laranja,RS,Rio Grande do Sul,Pelotas,15332.0,533.0,16310149.0,28.7655
2016,41151,Laranja,RS,Rio Grande do Sul,Pelotas,13672.0,586.0,8126958.0,23.3311
2017,41151,Laranja,RS,Rio Grande do Sul,Pelotas,14192.0,558.0,10781869.0,25.4337
2018,41151,Laranja,RS,Rio Grande do Sul,Pelotas,14505.0,598.0,7182817.0,24.2559
2020,41151,Laranja,RS,Rio Grande do Sul,Pelotas,13634.0,534.0,12803777.0,25.5318
2021,41151,Laranja,RS,Rio Grande do Sul,Pelotas,15169.0,545.0,7340593.0,27.833
2022,41151,Laranja,RS,Rio Grande do Sul,Pelotas,13392.0,604.0,6843248.0,22.1722
2023,41151,Laranja,RS,Rio Grande do Sul,Pelotas,15146.0,571.0,8908503.0,26.5254
2015,41155,Limão,RS,Rio Grande do Sul,Pelotas,405.0,73.0,782443.0,5.5479
2016,41155,Limão,RS,Rio Grande do Sul,Pelotas,390.0,65.0,763109.0,6.0
2017,41155,Limão,RS,Rio Grande do Sul,Pelotas,370.0,63.0,265519.0,5.873
2018,41155,Limão,RS,Rio Grande do Sul,Pelotas,309.0,71.0,225054.0,4.3521
2019,41155,Limão,RS,Rio Grande do Sul,Pelotas,369.0,75.0,317880.0,4.92
2020,41155,Limão,RS,Rio Grande do Sul,Pelotas,377.0,72.0,576496.0,5.2361
2021,41155,Limão,RS,Rio Grande do Sul,Pelotas,373.0,68.0,483451.0,5.4853
2022,41155,Limão,RS,Rio Grande do Sul,Pelotas,422.0,62.0,633264.0,6.8065
2015,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6347.0,513.0,4917374.0,12.3723
2016,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5705.0,616.0,6563275.0,9.2614
2017,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6486.0,582.0,5100182.0,11.1443
2018,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6947.0,532.0,13509584.0,13.0583
2019,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6572.0,547.0,8847596.0,12.0146
2020,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5537.0,575.0,6451224.0,9.6296
2021,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5945.0,535.0,11818665.0,11.1121
2022,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6186.0,540.0,7056931.0,11.4556
2023,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5778.0,539.0,3528296.0,10.7199
2015,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,290.0,109.0,240914.0,2.6606
2016,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,221.0,104.0,254667.0,2.125
2017,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,232.0,100.0,340374.0,2.32
2019,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,237.0,112.0,171112.0,2.1161
2020,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,272.0,107.0,377013.0,2.5421
2021,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,244.0,101.0,322069.0,2.4158
2022,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,260.0,115.0,438412.0,2.2609
2023,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,276.0,107.0,273613.0,2.5794
2015,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,10757.0,1368.0,7934058.0,7.8633
2016,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,10321.0,1256.0,9201233.0,8.2174
2017,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11765.0,1178.0,5076853.0,9.9873
2018,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,8881.0,1239.0,8118303.0,7.1679
2019,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,9336.0,1261.0,7323376.0,7.4036
2020,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,9589.0,1251.0,7823158.0,7.6651
2021,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11867.0,1357.0,13639010.0,8.745
2022,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,10023.0,1372.0,5049479.0,7.3054
2023,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11822.0,1195.0,6794705.0,9.8929
2015,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1615.0,83.0,2955659.0,19.4578
2016,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1981.0,88.0,2629632.0,22.5114
2017,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1858.0,86.0,2165750.0,21.6047
2018,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1817.0,78.0,3566070.0,23.2949
2019,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1559.0,76.0,1132344.0,20.5132
2020,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1684.0,75.0,1135580.0,22.4533
2021,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1813.0,77.0,2211964.0,23.5455
2022,41155,Limão,RS,Rio Grande do Sul,Santa Maria,2041.0,74.0,1744044.0,27.5811
2023,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1642.0,75.0,1967017.0,21.8933
2015,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1922.0,330.0,2131823.0,5.8242
2016,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1946.0,326.0,1500403.0,5.9693
2017,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1643.0,324.0,1030792.0,5.071
2018,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1822.0,315.0,3371757.0,5.7841
2019,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1742.0,337.0,1440504.0,5.1691
2020,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1824.0,322.0,2902141.0,5.6646
2021,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1498.0,309.0,2314872.0,4.8479
2023,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1705.0,366.0,2069389.0,4.6585
2015,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,771.0,145.0,1460292.0,5.3172
2016,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,711.0,157.0,661800.0,4.5287
2017,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,832.0,139.0,1514702.0,5.9856
2018,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,919.0,148.0,766879.0,6.2095
2019,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,760.0,137.0,1379399.0,5.5474
2020,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,978.0,131.0,1527130.0,7.4656
2021,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,907.0,132.0,744072.0,6.8712
2022,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,744.0,132.0,1249866.0,5.6364
2023,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,717.0,147.0,462238.0,4.8776
2015,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10569.0,634.0,6037767.0,16.6703
2016,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8315.0,623.0,7750536.0,13.3467
2017,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8047.0,547.0,6813469.0,14.7112
2019,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10778.0,586.0,7591985.0,18.3925
2020,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10585.0,631.0,9051191.0,16.775
2021,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8466.0,599.0,4347318.0,14.1336
2022,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10077.0,560.0,10853671.0,17.9946
2023,41151,Laranja,RS,Rio Grande do Sul,Gravataí,9230.0,551.0,4601065.0,16.7514
2015,41155,Limão,RS,Rio Grande do Sul,Gravataí,1362.0,84.0,979990.0,16.2143
2016,41155,Limão,RS,Rio Grande do Sul,Gravataí,1402.0,88.0,1051297.0,15.9318
2018,41155,Limão,RS,Rio Grande do Sul,Gravataí,1417.0,85.0,1745833.0,16.6706
2019,41155,Limão,RS,Rio Grande do Sul,Gravataí,1514.0,78.0,1512578.0,19.4103
2021,41155,Limão,RS,Rio Grande do Sul,Gravataí,1526.0,84.0,1797020.0,18.1667
2022,41155,Limão,RS,Rio Grande do Sul,Gravataí,1354.0,73.0,837287.0,18.5479
2023,41155,Limão,RS,Rio Grande do Sul,Gravataí,1554.0,74.0,1678019.0,21.0
2015,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1021.0,553.0,1997367.0,1.8463
2017,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1009.0,566.0,1599033.0,1.7827
2018,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1110.0,607.0,1873465.0,1.8287
2019,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1060.0,617.0,1284224.0,1.718
2020,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1064.0,517.0,724172.0,2.058
2021,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,807.0,523.0,615798.0,1.543
2022,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1032.0,545.0,960103.0,1.8936
2023,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1019.0,595.0,1430509.0,1.7126
2015,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,654.0,328.0,932279.0,1.9939
2016,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,638.0,361.0,582591.0,1.7673
2017,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,653.0,380.0,485099.0,1.7184
2018,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,629.0,367.0,596001.0,1.7139
2019,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,635.0,368.0,638015.0,1.7255
2020,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,698.0,344.0,1282082.0,2.0291
2021,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,624.0,391.0,1111937.0,1.5959
2022,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,659.0,373.0,634806.0,1.7668
2023,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,605.0,376.0,884082.0,1.609
2015,41151,Laranja,RS,Rio Grande do Sul,Viamão,5471.0,405.0,5387651.0,13.5086
2016,41151,Laranja,RS,Rio Grande do Sul,Viamão,5223.0,397.0,6144371.0,13.1562
2017,41151,Laranja,RS,Rio Grande do Sul,Viamão,4662.0,399.0,3192727.0,11.6842
2018,41151,Laranja,RS,Rio Grande do Sul,Viamão,4642.0,334.0,2497674.0,13.8982
2019,41151,Laranja,RS,Rio Grande do Sul,Viamão,4112.0,396.0,4415033.0,10.3838
2020,41151,Laranja,RS,Rio Grande do Sul,Viamão,4097.0,345.0,4559108.0,11.8754
2021,41151,Laranja,RS,Rio Grande do Sul,Viamão,5360.0,345.0,5257968.0,15.5362
2022,41151,Laranja,RS,Rio Grande do Sul,Viamão,4044.0,337.0,2764935.0,12.0
2023,41151,Laranja,RS,Rio Grande do Sul,Viamão,4514.0,337.0,5054188.0,13.3947
2015,41155,Limão,RS,Rio Grande do Sul,Viamão,1193.0,159.0,894526.0,7.5031
2016,41155,Limão,RS,Rio Grande do Sul,Viamão,1131.0,168.0,2079540.0,6.7321
2018,41155,Limão,RS,Rio Grande do Sul,Viamão,1286.0,150.0,1027868.0,8.5733
2019,41155,Limão,RS,Rio Grande do Sul,Viamão,1279.0,151.0,1667235.0,8.4702
2020,41155,Limão,RS,Rio Grande do Sul,Viamão,1262.0,167.0,2312574.0,7.5569
2021,41155,Limão,RS,Rio Grande do Sul,Viamão,1239.0,166.0,1480456.0,7.4639
2022,41155,Limão,RS,Rio Grande do Sul,Viamão,1297.0,172.0,2094238.0,7.5407
2023,41155,Limão,RS,Rio Grande do Sul,Viamão,1414.0,171.0,1062118.0,8.269
2015,41176,Tangerina,RS,Rio Grande do Sul,Viamão,820.0,360.0,951898.0,2.2778
2016,41176,Tangerina,RS,Rio Grande do Sul,Viamão,941.0,359.0,909999.0,2.6212
2017,41176,Tangerina,RS,Rio Grande do Sul,Viamão,806.0,380.0,953455.0,2.1211
